Year	Seq	Baseline	delta_cnrmcclm	delta_cnrmrca	delta_ecearthcclm	delta_ecearthhirham	delta_ecearthracmo	delta_ecearthrca	delta_hadgemrca	delta_ipslrca	delta_mpicclm	delta_mpirca
1971	1	0.141714285714286	0.624714285714286	0.734142857142857	0.500285714285714	1.06314285714286	1.04614285714286	0.654571428571429	0.663285714285714	0.845	0.615714285714286	1.14857142857143
1971	2	0.168285714285714	0.588142857142857	0.692	0.470428571428571	1.01285714285714	0.995285714285714	0.616285714285714	0.624	0.795714285714286	0.579714285714286	1.10071428571429
1971	3	0.233714285714286	0.535571428571429	0.630428571428571	0.428714285714286	0.924	0.908	0.561142857142857	0.567428571428571	0.724	0.528142857142857	1.00614285714286
1971	4	0.336428571428571	0.501285714285714	0.587857142857143	0.404285714285714	0.857285714285714	0.842285714285714	0.524571428571429	0.529428571428571	0.672285714285714	0.494857142857143	0.934
1971	5	0.416428571428571	0.452714285714286	0.527428571428571	0.369714285714286	0.762857142857143	0.749428571428571	0.472714285714286	0.476142857142857	0.6	0.447285714285714	0.831285714285714
1971	6	0.475142857142857	0.391857142857143	0.451714285714286	0.326857142857143	0.644857142857143	0.633428571428571	0.407714285714286	0.409857142857143	0.51	0.387714285714286	0.702142857142857
1971	7	0.526142857142857	0.350285714285714	0.396142857142857	0.296857142857143	0.550714285714286	0.541285714285714	0.362	0.363	0.441428571428571	0.347428571428571	0.598142857142857
1971	8	0.580714285714286	0.317571428571429	0.359285714285714	0.268428571428571	0.478714285714286	0.471142857142857	0.328857142857143	0.329571428571429	0.392714285714286	0.315	0.517142857142857
1971	9	0.733714285714286	0.287428571428571	0.325857142857143	0.242428571428571	0.426857142857143	0.421	0.297857142857143	0.298	0.356285714285714	0.285285714285714	0.457
1971	10	1.01371428571429	0.26	0.295285714285714	0.218571428571429	0.387857142857143	0.382	0.269428571428571	0.269285714285714	0.322571428571429	0.258	0.415571428571429
1971	11	1.55271428571429	0.236	0.268714285714286	0.197714285714286	0.353714285714286	0.348142857142857	0.244571428571429	0.244142857142857	0.293285714285714	0.234142857142857	0.379714285714286
1971	12	2.687	0.215285714285714	0.245857142857143	0.179714285714286	0.324571428571429	0.319285714285714	0.223285714285714	0.222571428571429	0.268142857142857	0.213714285714286	0.349142857142857
1971	13	4.23714285714286	0.198142857142857	0.227	0.164571428571429	0.301142857142857	0.296142857142857	0.205714285714286	0.204571428571429	0.247571428571429	0.196714285714286	0.324857142857143
1971	14	6.153	0.184	0.211857142857143	0.152142857142857	0.282714285714286	0.277571428571429	0.191285714285714	0.189857142857143	0.231142857142857	0.182714285714286	0.305714285714286
1971	15	8.36528571428571	0.171142857142857	0.198	0.140857142857143	0.265857142857143	0.260714285714286	0.178285714285714	0.176571428571429	0.216142857142857	0.170142857142857	0.288285714285714
1971	16	10.597	0.159714285714286	0.185571428571429	0.130714285714286	0.250714285714286	0.245571428571429	0.166571428571429	0.164714285714286	0.202714285714286	0.158714285714286	0.272714285714286
1971	17	12.5351428571429	0.158142857142857	0.187285714285714	0.127571428571429	0.260714285714286	0.254857142857143	0.165857142857143	0.163571428571429	0.206714285714286	0.157142857142857	0.285714285714286
1971	18	14.5811428571429	0.163142857142857	0.197142857142857	0.130428571428571	0.290714285714286	0.283428571428571	0.171857142857143	0.169	0.222714285714286	0.162	0.322428571428571
1971	19	15.9902857142857	0.168857142857143	0.205714285714286	0.133571428571429	0.308428571428571	0.3	0.178285714285714	0.175142857142857	0.233428571428571	0.167428571428571	0.346428571428571
1971	20	16.7927142857143	0.172571428571429	0.211857142857143	0.135285714285714	0.320857142857143	0.312	0.182714285714286	0.179428571428571	0.241428571428571	0.171	0.360857142857143
1971	21	17.0527142857143	0.177714285714286	0.219714285714286	0.138	0.335857142857143	0.326714285714286	0.188571428571429	0.185	0.251428571428571	0.175857142857143	0.378428571428571
1971	22	16.463	0.185142857142857	0.230285714285714	0.142714285714286	0.354857142857143	0.345285714285714	0.196857142857143	0.192857142857143	0.264571428571429	0.183	0.4
1971	23	15.4172857142857	0.225	0.282857142857143	0.170285714285714	0.441	0.429714285714286	0.24	0.235428571428571	0.328285714285714	0.221714285714286	0.496
1971	24	14.5184285714286	0.277714285714286	0.352714285714286	0.205142857142857	0.556	0.542714285714286	0.297142857142857	0.292142857142857	0.413428571428571	0.272571428571429	0.623571428571429
1971	25	14.1655714285714	0.304	0.393285714285714	0.221285714285714	0.624857142857143	0.610571428571429	0.327428571428571	0.322142857142857	0.463857142857143	0.297285714285714	0.699857142857143
1971	26	15.0995714285714	0.324	0.418857142857143	0.236	0.684142857142857	0.668714285714286	0.349285714285714	0.343714285714286	0.499571428571429	0.316714285714286	0.765285714285714
1971	27	16.1114285714286	0.342857142857143	0.443571428571429	0.249857142857143	0.726857142857143	0.709714285714286	0.37	0.364142857142857	0.529142857142857	0.335	0.817285714285714
1971	28	16.4642857142857	0.357142857142857	0.462428571428571	0.260285714285714	0.757	0.739285714285714	0.385714285714286	0.379714285714286	0.551857142857143	0.348857142857143	0.849
1971	29	16.6477142857143	0.367571428571429	0.476571428571429	0.267714285714286	0.78	0.761857142857143	0.397285714285714	0.391285714285714	0.569	0.358857142857143	0.873714285714286
1971	30	16.5991428571429	0.346714285714286	0.451285714285714	0.254571428571429	0.739428571428571	0.721857142857143	0.377428571428571	0.370857142857143	0.537714285714286	0.339142857142857	0.825857142857143
1971	31	16.3592857142857	0.305142857142857	0.397571428571429	0.229857142857143	0.648571428571429	0.632428571428571	0.336285714285714	0.328714285714286	0.470285714285714	0.3	0.720142857142857
1971	32	15.026	0.281857142857143	0.362571428571429	0.216714285714286	0.580142857142857	0.565	0.313285714285714	0.304857142857143	0.422714285714286	0.278857142857143	0.637714285714286
1971	33	12.2378571428571	0.280142857142857	0.376428571428571	0.229571428571429	0.585857142857143	0.566	0.339	0.322571428571429	0.425714285714286	0.283714285714286	0.613142857142857
1971	34	9.57628571428571	0.313857142857143	0.458857142857143	0.296714285714286	0.717142857142857	0.681	0.451285714285714	0.413428571428571	0.498142857142857	0.335285714285714	0.679
1971	35	8.42971428571428	0.355857142857143	0.563142857142857	0.380571428571429	0.890428571428571	0.832	0.593714285714286	0.528857142857143	0.590714285714286	0.400142857142857	0.778714285714286
1971	36	8.27528571428571	0.382285714285714	0.647857142857143	0.446142857142857	1.03942857142857	0.960428571428571	0.714	0.624	0.664571428571429	0.447857142857143	0.858571428571429
1971	37	8.16142857142857	0.404571428571429	0.710285714285714	0.491	1.15985714285714	1.06185714285714	0.809142857142857	0.696285714285714	0.716857142857143	0.479	0.915714285714286
1971	38	7.86414285714286	0.422857142857143	0.749857142857143	0.526857142857143	1.25085714285714	1.13585714285714	0.878142857142857	0.744428571428571	0.749285714285714	0.505714285714286	0.949285714285714
1971	39	7.59671428571429	0.447571428571429	0.804857142857143	0.574857142857143	1.35714285714286	1.22385714285714	0.959714285714286	0.805714285714286	0.797142857142857	0.541857142857143	0.995714285714286
1971	40	7.48785714285714	0.478428571428571	0.875571428571429	0.638571428571429	1.48257142857143	1.32985714285714	1.06342857142857	0.885714285714286	0.858142857142857	0.588142857142857	1.05357142857143
1971	41	7.31957142857143	0.545428571428571	1.00542857142857	0.762	1.68114285714286	1.50385714285714	1.24314285714286	1.03357142857143	0.972428571428571	0.681142857142857	1.16214285714286
1971	42	6.41857142857143	0.794142857142857	1.43085714285714	1.15728571428571	2.55671428571429	2.19957142857143	1.92714285714286	1.548	1.35485714285714	1.00228571428571	1.549
1971	43	5.17471428571429	1.32428571428571	2.81171428571429	2.35828571428571	5.13785714285714	4.31142857142857	4.02814285714286	3.24057142857143	2.53342857142857	1.81	2.81414285714286
1971	44	4.39771428571429	2.41542857142857	5.27057142857143	4.59528571428571	9.605	8.12057142857143	7.859	6.29514285714286	4.71085714285714	3.52171428571429	5.10085714285714
1971	45	3.93885714285714	4.92114285714286	10.5635714285714	9.53228571428571	17.2364285714286	15.0057142857143	14.8321428571429	12.455	9.47457142857143	7.26671428571429	10.1
1971	46	3.67157142857143	7.94214285714286	15.9922857142857	14.7082857142857	24.6311428571429	21.7522857142857	21.6788571428571	18.6254285714286	14.48	11.4745714285714	15.2905714285714
1971	47	3.84342857142857	10.0815714285714	19.069	17.673	28.7488571428571	25.5162857142857	25.5122857142857	22.093	17.3531428571429	14.0165714285714	18.2451428571429
1971	48	4.81442857142857	11.5387142857143	20.9207142857143	19.5085714285714	30.8225714285714	27.5061428571429	27.5417142857143	24.0531428571429	19.1434285714286	15.6995714285714	20.0547142857143
1971	49	6.76885714285714	12.311	21.8184285714286	20.4312857142857	31.4237142857143	28.236	28.3245714285714	24.9487142857143	20.0317142857143	16.5708571428571	20.9401428571429
1971	50	8.911	12.4955714285714	21.3251428571429	20.12	29.8215714285714	27.0715714285714	27.2072857142857	24.2042857142857	19.7038571428571	16.5671428571429	20.5218571428571
1971	51	10.4231428571429	12.0221428571429	19.515	18.5491428571429	26.003	23.905	24.0494285714286	21.818	18.1661428571429	15.5022857142857	18.8598571428571
1971	52	11.4824285714286	10.0675714285714	14.8124285714286	14.2087142857143	18.9275714285714	17.5847142857143	17.6674285714286	16.2577142857143	13.9851428571429	12.3341428571429	14.4314285714286
1971	53	12.0392857142857	7.52942857142857	9.89214285714286	9.54971428571429	12.0047142857143	11.3212857142857	11.3297142857143	10.605	9.48157142857143	8.62871428571429	9.73371428571429
1971	54	12.8698571428571	5.79571428571429	7.21671428571429	7.00285714285714	8.22628571428571	7.91542857142857	7.88185714285714	7.54257142857143	7.00828571428571	6.50028571428571	7.16714285714286
1971	55	13.7384285714286	4.62585714285714	5.58871428571429	5.42028571428571	6.25871428571429	6.06814285714286	6.02385714285714	5.795	5.45114285714286	5.08828571428571	5.57285714285714
1971	56	14.5294285714286	3.90571428571429	4.54885714285714	4.41228571428571	4.99871428571429	4.87728571428571	4.82714285714286	4.67042857142857	4.46071428571429	4.19914285714286	4.55457142857143
1971	57	15.3058571428571	3.467	3.92085714285714	3.80628571428571	4.21628571428571	4.14385714285714	4.09014285714286	3.98257142857143	3.86742857142857	3.67285714285714	3.93985714285714
1971	58	15.7484285714286	3.09371428571429	3.51642857142857	3.40571428571429	3.75057142857143	3.70428571428571	3.64871428571429	3.55642857142857	3.47257142857143	3.28285714285714	3.53314285714286
1971	59	16.1315714285714	2.76814285714286	3.17585714285714	3.062	3.38242857142857	3.35557142857143	3.29557142857143	3.19828571428571	3.14542857142857	2.945	3.18628571428571
1971	60	16.6514285714286	2.72314285714286	3.42142857142857	3.23242857142857	3.50085714285714	4.03885714285714	3.72442857142857	3.27614285714286	4.05571428571429	3.01271428571429	3.47514285714286
1971	61	17.0931428571429	2.91371428571429	4.35442857142857	4.01514285714286	4.17914285714286	5.83385714285714	5.04428571428571	3.83742857142857	6.24714285714286	3.50828571428571	4.51285714285714
1971	62	17.0177142857143	3.08842857142857	4.89085714285714	4.531	4.552	7.06085714285714	5.88842857142857	4.15214285714286	7.672	3.82642857142857	5.14571428571429
1971	63	15.6172857142857	3.29571428571429	5.26085714285714	5.158	4.91514285714286	8.28985714285714	6.66642857142857	4.47842857142857	8.96585714285714	4.20171428571429	5.70057142857143
1971	64	13.6921428571429	3.529	5.61871428571429	5.77557142857143	5.29728571428571	9.42214285714286	7.34985714285714	4.82514285714286	10.0938571428571	4.61642857142857	6.186
1971	65	12.35	3.74328571428571	5.94214285714286	6.22685714285714	5.64514285714286	10.1831428571429	7.80314285714286	5.14342857142857	10.8464285714286	4.99614285714286	6.58971428571429
1971	66	11.3284285714286	4.01757142857143	6.37157142857143	6.86928571428571	6.09928571428571	11.2072857142857	8.49471428571429	5.53771428571429	11.8714285714286	5.45828571428571	7.15128571428571
1971	67	10.5218571428571	4.13271428571429	6.42785714285714	7.256	6.29014285714286	11.511	8.72828571428571	5.64414285714286	12.0192857142857	5.696	7.37342857142857
1971	68	9.09114285714286	4.11085714285714	5.91885714285714	7.42114285714286	6.16814285714286	11.285	8.41785714285714	5.406	11.4907142857143	5.75771428571429	7.09685714285714
1971	69	7.346	4.26942857142857	6.22242857142857	8.186	6.71742857142857	12.1208571428571	9.04757142857143	5.81142857142857	12.3265714285714	6.32685714285714	7.64542857142857
