"","DayMonth","corre_cnrmcclm","corre_cnrmrca","corre_ecearthcclm","corre_ecearthhirham","corre_ecearthracmo","corre_ecearthrca","corre_hadgemrca","corre_ipslrca","corre_mpicclm","corre_mpirca","Baseline"
"120","04-29",20.9420344827586,16.0086206896552,48.7898965517241,15.0379310344828,21.3168965517241,41.6475517241379,6.48044827586207,40.9298965517241,68.6052068965517,53.0285172413793,61.2954137931034
"121","04-30",19.0234482758621,15.1720344827586,44.8319310344828,13.4297931034483,19.4549655172414,40.2048275862069,5.46624137931035,39.2973103448276,64.5907586206897,50.1325172413793,58.7154482758621
"122","05-01",17.2586206896552,14.2949310344828,41.0972068965517,11.7595862068966,17.4968620689655,38.7618275862069,4.6168275862069,37.7778275862069,60.9296206896552,47.2336551724138,55.1340689655172
"123","05-02",15.5316206896552,13.4629655172414,37.7559310344828,10.2811034482759,15.7103448275862,37.5192413793103,3.95148275862069,36.1983103448276,57.3124827586207,44.0368275862069,52.2612413793103
"124","05-03",13.9442413793103,12.7206896551724,34.8083793103448,9.16851724137931,14.0997931034483,36.030275862069,3.35962068965517,34.6623793103448,53.9339655172414,40.7964482758621,49.1691034482759
"125","05-04",12.5682068965517,11.98,32.1772413793103,7.95631034482759,12.588,34.4975172413793,2.88531034482759,33.5375862068965,50.6077586206897,38.1121034482759,45.9796551724138
"126","05-05",11.3723793103448,11.149,29.4783103448276,6.866,11.261724137931,32.9565517241379,2.47548275862069,32.3395862068965,47.435,35.9671379310345,42.7363448275862
"127","05-06",10.2555172413793,10.3521034482759,26.7497586206897,5.90910344827586,10.0886206896552,31.3378620689655,2.07296551724138,30.9075862068966,44.364724137931,33.4198275862069,39.4568275862069
"128","05-07",9.17706896551724,9.73010344827586,24.2314482758621,5.02986206896552,8.84362068965517,29.9613448275862,1.64496551724138,29.3309310344828,41.4215517241379,30.8580344827586,36.1318620689655
"129","05-08",8.21851724137931,9.16486206896552,21.934724137931,4.29355172413793,7.69941379310345,28.682,1.30068965517241,27.8546551724138,38.2805862068966,28.6070689655172,32.6394827586207
"130","05-09",7.34627586206897,8.60013793103448,19.5558965517241,3.76486206896552,6.84196551724138,27.245724137931,1.02041379310345,26.6058620689655,35.2461379310345,26.3085862068965,28.9156206896552
"131","05-10",6.57713793103448,7.99679310344828,17.5084482758621,3.156,6.08327586206897,25.4895172413793,0.744103448275862,25.2884482758621,32.2945862068966,24.1366896551724,25.3961034482759
"132","05-11",5.81568965517241,7.5011724137931,15.7266896551724,2.72562068965517,5.39920689655172,23.8404482758621,0.547689655172414,24.2578275862069,29.5310689655172,21.7896206896552,22.1915862068966
"133","05-12",5.06803448275862,7.12296551724138,14.0918620689655,2.32248275862069,4.62431034482759,22.4485172413793,0.422344827586207,23.0488965517241,27.4074482758621,19.5744827586207,19.4375862068966
"134","05-13",4.4248275862069,6.67486206896552,12.553,2.01324137931034,3.89686206896552,20.9416896551724,0.326586206896552,21.8341034482759,25.4567931034483,17.4283793103448,17.0586896551724
"135","05-14",3.85620689655172,6.20324137931035,11.3835172413793,1.67006896551724,3.20589655172414,19.3311379310345,0.258689655172414,20.598724137931,23.5079655172414,15.543275862069,15.0204137931034
"136","05-15",3.37213793103448,5.70568965517241,10.2099310344828,1.27206896551724,2.62344827586207,18.0691379310345,0.223206896551724,19.4857931034483,21.6257931034483,13.6156551724138,13.2495862068966
"137","05-16",2.93089655172414,5.34772413793103,9.15565517241379,0.906689655172414,2.19355172413793,16.7114137931034,0.187275862068966,18.3696896551724,19.8423103448276,11.7371379310345,11.6588275862069
"138","05-17",2.55972413793103,4.97941379310345,8.25741379310345,0.61548275862069,1.86996551724138,15.3894137931034,0.154275862068966,17.2665517241379,18.2391034482759,10.1121724137931,10.3070689655172
"139","05-18",2.23962068965517,4.60068965517241,7.40286206896552,0.43248275862069,1.543,14.1860689655172,0.129724137931034,16.2535517241379,16.7761034482759,8.60565517241379,9.18834482758621
"140","05-19",1.93248275862069,4.18813793103448,6.563,0.325,1.24127586206897,13.1161724137931,0.106965517241379,15.1055172413793,15.6123103448276,7.27148275862069,8.00451724137931
"141","05-20",1.63955172413793,3.748,5.69451724137931,0.245344827586207,0.962034482758621,11.7090344827586,0.086448275862069,13.987275862069,14.5205517241379,6.00855172413793,6.94796551724138
"142","05-21",1.39544827586207,3.40303448275862,4.93065517241379,0.189034482758621,0.746206896551724,10.4026896551724,0.0668275862068965,13.1139655172414,13.4865172413793,4.83831034482759,6.04241379310345
"143","05-22",1.17106896551724,3.03348275862069,4.1068275862069,0.136931034482759,0.56751724137931,9.34231034482759,0.0472068965517241,12.2214482758621,12.4162068965517,3.92044827586207,5.23193103448276
"144","05-23",0.943034482758621,2.63186206896552,3.34206896551724,0.0968275862068965,0.425689655172414,8.30306896551724,0.0305862068965517,11.3256206896552,11.3162413793103,3.14313793103448,4.4908275862069
"145","05-24",0.737896551724138,2.27868965517241,2.65386206896552,0.0633448275862069,0.304965517241379,7.39444827586207,0.0168965517241379,10.4781724137931,10.2402068965517,2.53886206896552,3.95868965517241
"146","05-25",0.563620689655172,1.95727586206897,2.05820689655172,0.04,0.218344827586207,6.64334482758621,0.00796551724137931,9.63203448275862,9.31472413793103,2.09044827586207,3.4921724137931
"147","05-26",0.41348275862069,1.69662068965517,1.59303448275862,0.0233448275862069,0.153413793103448,5.94396551724138,0.00289655172413793,8.90465517241379,8.58137931034483,1.70824137931034,3.10572413793103
"148","05-27",0.302448275862069,1.47862068965517,1.23296551724138,0.00975862068965517,0.105241379310345,5.30475862068965,0.000275862068965517,8.30627586206897,7.87531034482759,1.32472413793103,2.73706896551724
"149","05-28",0.226620689655172,1.28662068965517,0.959413793103448,0.00172413793103448,0.0752068965517241,4.67751724137931,0,7.66013793103448,7.3011724137931,1.01334482758621,2.36203448275862
"150","05-29",0.159241379310345,1.13134482758621,0.740344827586207,0,0.0528275862068966,4.15127586206897,0,7.185,6.71213793103448,0.786724137931034,2.07575862068966
