Date	Baseline	corre_cnrmcclm	corre_cnrmrca	corre_ecearthcclm	corre_ecearthhirham	corre_ecearthracmo	corre_ecearthrca	corre_hadgemrca	corre_ipslrca	corre_mpicclm	corre_mpirca
2041-09-02	0	0	0	0	0	0	0	0	0	0	0
2041-09-03	0	0	0	0	0	0	0	0	0	0	0
2041-09-04	0	0	0	0	0	0	0	0	0	0	0
2041-09-05	0	0	0	0	0	0	0	0	0	0	0
2041-09-06	0	0	0	0	0	0	0	0	0	0	0
2041-09-07	0	0	0	0	0	0	0	0	0	0	0
2041-09-08	0	0	0	0	0	0	0	0	0	0	0
2041-09-09	0	0	0	0	0	0	0	0	0	0	0
2041-09-10	0	0	0	0	0	0	0	0	0	0	0
2041-09-11	0	0	0	0	0	0	0	0	0	0	0
2041-09-12	0	0	0	0	0	0	0	0	0	0	0
2041-09-13	0	0	0	0	0	0	0	0	0	0	0
2041-09-14	0	0	0	0	0	0	0	0	0	0	0
2041-09-15	0	0	0	0	0	0	0	0	0	0	0
2041-09-16	0	0	0	0	0	0	0	0	0	0	0
2041-09-17	0	0	0	0	0	0	0	0	0	0	0
2041-09-18	0	0	0	0	0	0	0	0	0	0	0
2041-09-19	0	0	0	0	0	0	0	0	0	0	0
2041-09-20	0	0	0	0	0	0	0	0	0	0	0
2041-09-21	0	0	0	0	0	0	0	0	0	0	0
2041-09-22	0	0	0	0	0	0	0	0	0	0	0
2041-09-23	0	0	0	0	0	0	0	0	0	0	0
2041-09-24	0	0	0	0	0	0	0	0	0	0	0
2041-09-25	0	0	0	0	0	0	0	0	0	0	0
2041-09-26	0	0	0	0	0	0	0	0	0	0	0
2041-09-27	0	0	0	0	0	0	0	0	0	0	0
2041-09-28	0	0	0	0	0	0	0	0	0	0	0
2041-09-29	0	0	0	0	0	0	0	0	0	0	0
2041-09-30	0	0	0	0	0	0	0	0	0	0	0
2041-10-01	0	0	0	0	0	0	0	0	0	0	0
2041-10-02	0	0	0	0	0	0	0	0	0	0	0
2041-10-03	0	0	0	0	0	0	0	0	0	0	0
2041-10-04	0	0	0	0	0	0	0	0	0	0	0
2041-10-05	0	0	0	0	0	0	0	0	0	0	0
2041-10-06	0	0	0	0	0	0	0	0	0	0	0
2041-10-07	0	0	0	0	0	0	0	0	0	0	0
2041-10-08	0	0	0	0	0	0	0	0	0	0	0
2041-10-09	0	0	0	0	0	0	0	0	0	0	0
2041-10-10	0	0	0	0	0	0	0	0	0	0	0
2041-10-11	0	0	0	0	0	0	0	0	0	0	0
2041-10-12	0	0	0	0	0	0	0	0	0	0	0
2041-10-13	0	0	0	0	0	0	0	0	0	0	0
2041-10-14	0	0	0	0	0	0	0	0	0	0	0
2041-10-15	0	0	0	0	0	0	0	0	0	0	0
2041-10-16	0	0	0	0	0	0	0	0	0	0	0
2041-10-17	0	0	0	0	0	0	0	0	0	0	0
2041-10-18	0	0	0	0	0	0	0	0	0	0	0
