"","fut","CNRM_CCLM","CNRM_RCA","EC.EARTH_CCLM","EC.EARTH_HIRHAM","EC.EARTH_RACMO","EC.EARTH_RCA","HADGEM_RCA","IPSL_RCA","MPI_CCLM","MPI_RCA"
"1",2071-01-01,1.75,3.15,-0.05,5.05,-10.3232075471698,1.55,7.25,9.55,-5.18333333333333,-2.675
"2",2071-01-02,0.35,1.85,-1.15,0.216666666666667,-17.5050435865504,2.43000000000002,2.45,8.45,-1.65,-1.31666666666667
"3",2071-01-03,1.55,3.95,-0.65,-0.25,-4.25,2.85,0.65,3.95,0.25,1.15
"4",2071-01-04,1.05,3.05,-0.85,-2.525,-1.95,5.73888888888892,5.85,1.05,-2.25,1.15
"5",2071-01-05,-2.525,-1.1,-0.65,-3.225,-5.46123595505618,7.05,5.55,-0.25,-3.61666666666667,3.15
"6",2071-01-06,0.45,0.35,-0.05,-2.88333333333333,-9.32283018867925,4.05,4.55,3.35,-1.65,2.25
"7",2071-01-07,2.65,4.35,1.35,2.05,-3.225,2.65,2.65,3.75,0.75,4.55
"8",2071-01-08,3.01666666666667,4.05,1.35,-4.15,-0.45,-0.25,3.25,7.48333333333333,2.65,5.45
"9",2071-01-09,2.55,3.75,2.45,-2.375,0.9,-1.38333333333333,4.2088235294118,3.75,6.7,7.85
"10",2071-01-10,2.65,2.55,2.75,3.05,-0.21551724137929,3.75,6,5.65,5.71666666666667,6.41666666666667
"11",2071-01-11,2.25,3.75,2.05,1.15,-2.15,6.04090909090913,5.65,7.15,0.65,1.55
"12",2071-01-12,2.55,3.75,4.75,3.45,0.25,1.25,6.48333333333333,3.95,-2.55,-1.38333333333333
"13",2071-01-13,3.45,5.78333333333333,5.05,1.85,2.55,5.51666666666667,2.95,8.7,-3.225,-2.15
"14",2071-01-14,3.08333333333333,5.78333333333333,2.25,-0.75,0.85,3.95,6.85,8.25,-2.35,-1.45
"15",2071-01-15,5.18333333333333,4.55,2.55,-1.35,1.91666666666667,4.35,8.55,3.15,-0.95,-1.05
"16",2071-01-16,4.45,5.25,5.15,-0.45,1.91666666666667,5.65,5.71666666666667,6.55,0.85,-1.75
"17",2071-01-17,1.95,2.45,3.35,-2.01666666666667,-1.75,6.15,7.55,10.35,-1.05,-6.525
"18",2071-01-18,2.35,4.25,3.85000000000005,1.35,-2.6,3.45,5.65,7.75,-3.78333333333333,-10.2773148148148
"19",2071-01-19,1.6,4.65,2.55,3.05,-4.62910447761194,2.25,1.65,4.15,-5.53333333333333,-7.62272727272727
"20",2071-01-20,0.35,1.85,1.35,-0.95,-3.3,2.25,1.45,3.85,-8.35,-5.25
"21",2071-01-21,2.55,4.15,1.85,-0.55,-1.25,1.55,3.35,2.75,-1.75,0.9
"22",2071-01-22,2.75,3.05,4.25,1.95,-1.45,5.05,0.75,0.9,4.75,3.85
"23",2071-01-23,2.95,2.3,4.15,4.15,-6.75,4.9,-0.35,-0.316666666666667,6.85,4.65
"24",2071-01-24,1.05,-0.05,6.65,5.31666666666667,-12.122104607721,7.05,-2.25,2.55,3.35,2.45434782608696
"25",2071-01-25,1.85,1.85,3.25,1.75,-4.89776119402986,2.43000000000002,-2.45,3.55,5.55,4.75
"26",2071-01-26,2.75,3.35,4.35,-2.6,-0.583333333333333,5.93181818181825,0.05,2.55,4.15,1.6
"27",2071-01-27,1.85,1.75,2.3,-4.35,-1.38333333333333,2.25,-1.38333333333333,2.65,4.65,3.05
"28",2071-01-28,1.6,1.25,-1.05,-5.65,-1.38333333333333,-0.383333333333333,4.9,3.85,5.11666666666667,3.95
"29",2071-01-29,1.6,1.25,-1.65,-3.01666666666667,0.55,-0.55,2.45,4.15,5.05,3.85
