"","fut","CNRM_CCLM","CNRM_RCA","EC.EARTH_CCLM","EC.EARTH_HIRHAM","EC.EARTH_RACMO","EC.EARTH_RCA","HADGEM_RCA","IPSL_RCA","MPI_CCLM","MPI_RCA"
"1",2041-01-01,3.45,4.8,0.95,5.55,2.95,0.35,-7.72272727272727,-7.85,1.05,-0.35
"2",2041-01-02,3.25,3.25,1,2.15,1.55,-0.416666666666667,-8.42112010796221,-2.55,1.83033333333333,1.35
"3",2041-01-03,3.45,2.95,-0.95,-0.683333333333333,-0.75,-1.35,-6.65,0.95,2.28333333333333,2.85
"4",2041-01-04,2.98333333333333,2.95,-0.55,-4.55,6.55,-0.85,-4.05,2.75,1.95,2.35
"5",2041-01-05,1.15,2.8,-0.15,-7.24,1,-3.25,-3.73,1.15,2.35,2.4
"6",2041-01-06,2.85,2.15,-1.65,-7.78,1.05,-3.57,-3.05,0.75,1.74016666666666,0.75
"7",2041-01-07,2.25,1.25,-0.15,-7.96,5.15,-4.45,-4.15,-1.85,0.45,-0.05
"8",2041-01-08,-1.95,1.95,-1.11666666666667,-6.91666666666667,1.83033333333333,-6.21666666666667,-6.85,2.25,1.74016666666666,0.95
"9",2041-01-09,-5.98333333333333,2.4,-1.35,-0.616666666666667,2.95,-6.8,-6.95,1.89016666666666,2.35,1.65
"10",2041-01-10,-6.68333333333333,2.8,-1.25,-2.35,5.28333333333333,-4.55,-1.86727748691096,-0.35,2.35,0.35
"11",2041-01-11,-2.93869179600886,4.55,-0.15,-3.65,1.89016666666666,-1.15,-1.45,4.25,1.05,-0.75
"12",2041-01-12,2.4,3.45,2.95,-2.05,1.45,2.6,-3.81,3.65,1.15,0.85
"13",2041-01-13,1.35,2.75,4.55,-3.25,-0.25,2.85,-1.25,2.75,-0.15,0.85
"14",2041-01-14,2.15,2.25,0.55,-2.15,3.65,-1.25,-1.86727748691096,1.15,-2.45,0.35
"15",2041-01-15,-0.15,-0.85,1.74016666666666,-1.95,2.95,-0.15,-4.75,-2.05,-3.05,-2.45
"16",2041-01-16,-7.6,-6.21666666666667,4.25,-3.65,2.45,2.8,-4.05,0.75,-2.95,-3.25
"17",2041-01-17,-8.650624024961,-9.62700444580715,4.95,-6.60555555555556,2.45,3.45,-3.49,-0.35,-3.35,-2.71666666666667
"18",2041-01-18,-10.4998863019014,-9.15,1.83033333333333,-8.14306260575296,0.05,1.95,-4.15,2.05,-5.32308192457737,-4.25
"19",2041-01-19,-8.56482059282371,-7.51,1.45,-4.05,1.45,0.35,-5.86666666666667,1.25,-6.85,-6.8875
"20",2041-01-20,-7.78,-7.96,-0.55,0.05,-0.05,-0.483333333333333,-7.47727272727273,-1.11666666666667,-5.73270481144342,-6.1
"21",2041-01-21,-12.6989449838188,-10.1040088916143,-0.416666666666667,-2.65,0.55,0.25,-6.65,-3.75,-2.25,-3.15
"22",2041-01-22,-13.58371197411,-9.43620266748429,-0.25,-6.52777777777778,1.83033333333333,1,0.05,-3.85,-1.55,-4.88333333333333
