Year	Seq	Baseline	delta_cnrmcclm	delta_cnrmrca	delta_ecearthcclm	delta_ecearthhirham	delta_ecearthracmo	delta_ecearthrca	delta_hadgemrca	delta_ipslrca	delta_mpicclm	delta_mpirca
2071	1	0.141714285714286	0.588857142857143	0.590142857142857	0.446428571428571	0.656	0.880285714285714	0.640571428571429	0.604571428571429	1.28128571428571	0.721571428571429	1.35957142857143
2071	2	0.168285714285714	0.554142857142857	0.555142857142857	0.419428571428571	0.616142857142857	0.827857142857143	0.602142857142857	0.566285714285714	1.232	0.679	1.31442857142857
2071	3	0.233714285714286	0.453428571428571	0.505285714285714	0.382428571428571	0.559285714285714	0.752285714285714	0.547285714285714	0.512714285714286	1.13042857142857	0.617428571428571	1.21428571428571
2071	4	0.336428571428571	0.375285714285714	0.473428571428571	0.362142857142857	0.521142857142857	0.697142857142857	0.510857142857143	0.477285714285714	1.04528571428571	0.574857142857143	1.125
2071	5	0.416428571428571	0.317714285714286	0.428428571428571	0.333857142857143	0.468428571428571	0.620714285714286	0.46	0.429571428571429	0.927142857142857	0.515142857142857	1.00014285714286
2071	6	0.475142857142857	0.278428571428571	0.372428571428571	0.299714285714286	0.403285714285714	0.526142857142857	0.397	0.371571428571429	0.780714285714286	0.441142857142857	0.843714285714286
2071	7	0.526142857142857	0.251714285714286	0.335571428571429	0.271	0.357285714285714	0.453428571428571	0.353142857142857	0.332857142857143	0.660857142857143	0.387	0.714714285714286
2071	8	0.580714285714286	0.226428571428571	0.304	0.244571428571429	0.323857142857143	0.400714285714286	0.32	0.300285714285714	0.565285714285714	0.351	0.611142857142857
2071	9	0.733714285714286	0.203	0.275	0.220428571428571	0.292571428571429	0.363428571428571	0.289428571428571	0.270428571428571	0.492142857142857	0.317714285714286	0.530571428571429
2071	10	1.01371428571429	0.181714285714286	0.248428571428571	0.198428571428571	0.264	0.328571428571429	0.261428571428571	0.243142857142857	0.439571428571429	0.287142857142857	0.471142857142857
2071	11	1.55271428571429	0.162428571428571	0.225285714285714	0.179142857142857	0.239	0.298142857142857	0.237	0.219285714285714	0.4	0.260571428571429	0.431428571428571
